name,info,sku,cost,deliverable,on_sale,price,manual_sale,count,in_store_warranty,parts_labor_warranty,photos,type,subtype
Kenmore Front Load Washer,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 8 washing cycles, 5 wash and rinse temperatures, 5 spin speeds, 5 soil levels, chime, auto soak, prewash, extra rinse, clean washer, delay start, and a store/pause and power button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4708.0,0,True,True,44900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251121_222430474.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251121_222436834.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251121_222442789.MP_.jpg",Washer,Front Load
Kenmore Elite Front Load Washer/Gas Dryer Set w/Pedestals,"This set has been tested and works and has been cleaned inside and out and is ready to be delivered to your home. The washer comes with 9 washing cycles, 6 wash and rinse temperatures, 6 spin speeds, sanitary, skin care rinse, extra rinse, estimated time remaining, delay, soak/prewash, extended spin, stain treat, save energy plus, end of cycle signal and a hold to start and pause/cancel button. The dryer comes with, 9 drying cycles, 6 drying temperatures, wrinkle guard, damp dry signal, express dry, timed dry, touch up, end of cycle signal, estimated time remaining, and a hold to start and pause/cancel button. This set comes with a 90-day parts and labor warranty from a 5-star business. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4575.0,0,True,False,65000,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251016_194611174.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251016_194614947.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251016_194620754.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251016_194628804.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251016_194636549.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251016_194643957.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251016_194648460.jpg",Appliance Set,Washer & Dryer Set
Kenmore Elite Front Load Washer w/Pedestal,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This is a steam unit and comes with 12 washing cycles, 5 wash and rinse temperatures, 3 soil levels, 5 spin speeds, extra rinse, delay start, stain treat, pre wash, my cycle, sanitize, estimated time remaining, end of cycle signal and a push to start/ pause and power button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards and Acima no credit payment plan options. We hope to see you in soon!",4428.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250913_170029674.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250913_170035150.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250913_170039240.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250913_170049164.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/09/PXL_20250913_170054427.jpg",Washer,Front Load
Kenmore Elite Front Load Washer & Electric Dryer Set,"This set has been tested and works and has been cleaned inside and out and is ready to be delivered to your home. The washer comes with 5 washing cycles, 4 wash and rinse temperatures, 3 soil levels, 5 spin speeds, extra rinse, estimated time remaining, delay, pre wash, extended spin, end of cycle signal and a hold to start button. The dryer comes with, 9 drying cycles, 6 drying temperatures, 3 auto dry levels, wrinkle guard, damp dry signal, end of cycle signal, estimated time remaining and a hold to start button. This set comes with a 90-day parts and labor warranty from a 5-star business. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4849.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260108_163354-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260108_163359.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260108_163404.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260108_163410.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260108_163416.jpg",Appliance Set,Washer & Dryer Set
Kenmore Elite Electric Dryer,"This unit has been cleaned inside and out and is ready to be delivered to your home. This unit comes with, 5 drying cycles, 5 drying temperatures, auto moisture sensing, wrinkle guard, air dry, end of cycle signal, and a push to start button. This set comes with a 90-day parts and labor warranty for the regular price or a 30-day parts and labor warranty for the sale price from a 5-star business. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4789.0,0,True,True,32900,22900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251215_133610-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251215_133615.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251215_133622.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251215_133631.jpg",Dryer,Electric
Kenmore Elite (Oasis) Electric Dryer,"This unit has been tested and works perfectly. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 7 drying cycles, 5 drying temperatures, 3 dry level, wrinkle guard, damp dry signal, express dry, estimated time remaining, end of cycle signal and a push to start button. This unit comes with a 90-day parts and labor warranty for the regular price or a 30-day parts and labor warranty for the sale price from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards. We hope to see you in soon!",4806.0,0,True,True,34900,24900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_100744-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_101339.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_100757.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251223_100803.jpg",Dryer,Electric
Kenmore Electric Steam Dryer,"This unit has been tested and works perfectly. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 10 drying cycles, 5 drying temperatures, 5 dry levels, sanitize, express dry, delicates, steam refresh, wrinkle guard, damp dry signal, static shield, estimated time remaining, end of cycle signal and a push to start button. This unit comes with a 90-day parts and labor warranty for the regular peice or a 30-day parts and labor warranty for the sale price from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards. We hope to see you in soon!",4888.0,0,True,True,37900,27900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_123056-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_123100.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_123107.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_123117.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_123121.jpg",Dryer,Electric
Kenmore Electric Dryer,"This unit has been tested and works perfectly. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 8 drying cycles, 5 drying temperatures, 5 dry levels, sanitize, express dry, delicates, wrinkle guard, damp dry signal, estimated time remaining, end of cycle signal and a push to start button. This unit comes with a 90-day parts and labor warranty for the regular peice or a 30-day parts and labor warranty for the sale price from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards. We hope to see you in soon!",4917.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_115632-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_115640.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_115649-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260123_115658.jpg",Dryer,Electric
Kenmore 70 Series Gas Dryer,"This unit has been cleaned inside and out and is ready to be delivered to your home. This unit is a super capacity unit and comes with 6 drying cycles, 3 drying temperatures, air dry, wrinkle guard, end of cycle signal and a push to start button. This unit comes with a 90 day parts and labor warranty for tye regular price or a 30-day parts and labor warranty for the sale price from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4903.0,0,True,True,32900,22900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_155147-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_155153.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_155158.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260119_155207.jpg",Dryer,Gas
Kenmore 600 Series Top Load Washer W/O Agitator,"This unit has been cleaned inside and out and is ready to be delivered to your home. The washer comes with 11 washing cycles, 5 wash temperatures, 5 soil levels, 5 spin speeds, clean washer, cold clean, prewash, deep fill, two rinses, fabric softener, stain boost, delay wash, and a hold to start/pause and power button This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4535.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251007_151601840.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251007_151615654.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251007_151620052.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251007_151622885.jpg",Washer,Top Load
Kenmore 600 Series Gas Dryer,"This unit has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 5 drying cycles, 3 drying temperatures, auto moisture sensing, wrinkle guard, air dry, end of cycle signal, and a push to start button. This set comes with a 90-day parts and labor warranty for the regular price or a 30-day parts and labor warranty for the sale price from a 5-star business. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4837.0,0,True,True,29900,19900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260107_152750-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260107_152754.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260107_152800.jpg",Dryer,Gas
Kenmore 500 Series Top Load Washer/Electric Dryer Set,"This set has been tested and works. Both the washer and dryer have been cleaned inside and out and are ready to be delivered to your home. The washer comes with 3 wash and rinse temperatures, 5 washing cycles, small to super water levels, delicate, prewash and a pull to start/push to stop knob. The dryer has auto dry and comes with 4 drying cycles, wrinkle guard, 3 drying temperatures, end of cycle signal and a push to start knob. This set comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4911.0,0,True,False,49900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_144231.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_144239.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_144243.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_144250.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_144257.jpg",Appliance Set,Washer & Dryer Set
Hotpoint (by GE) Top Load Washer & Gas Dryer Set,"This set has been cleaned inside and out and is ready to be delivered to your home. The washer comes with, 10 washing cycles, 6 wash and rinse temperatures, 5 load sizes, heavy wash cycle, deep rinse, delicate and a push to start/pause button. The dryer comes with 11 drying cycles, 3 drying temperatures, quick fluff, time dry and a push to start button. This set comes with a 90 day parts and labor warranty from a 5-star buisness. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4004.0,0,True,True,34900,24900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/05/20250515_163913.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250515_163918.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250515_163921.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250515_163926.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/05/20250515_163931.jpg",Appliance Set,Washer & Dryer Set
Gray Whirlpool Top Load Washer Without an Agitator,"This unit has been cleaned inside and out and is ready to be delivered to your home. This is an energy star, high efficiency unit with 10 washing cycles, 5 wash temperatures, 3 soil levels, estimated time remaining, pre soak, deep water wash, delay start, 3 spin speeds, extra rinse, additives, end beep, clean washer, and a hold to start/pause button. This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4613.0,0,True,True,49900,44900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_163315669.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_163319025.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_163323880.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_163328754.jpg",Washer,Top Load
Gray Whirlpool Top Load Washer Without an Agitator,"This unit has been cleaned inside and out and is ready to be delivered to your home. This is an energy star, high efficiency unit with 10 washing cycles, 5 wash temperatures, 3 soil levels, estimated time remaining, pre soak, deep water wash, delay start, 3 spin speeds, extra rinse, additives, end beep, clean washer, and a hold to start/pause button. This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4612.0,0,True,True,49900,44900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_162414811.MP_.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_162422008.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_162426467.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_162432310.jpg",Washer,Top Load
Gray Samsung Top Load Washer,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 10 washing cycles, 5 rinse temperatures, 5 soil levels, 5 spin speeds, quick wash, delicates, extra rinse, presoak, self clean, delay end, deep fill and a hold to start and power button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4905.0,0,True,False,49900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_115548-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_115552.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_115555.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_115602.jpg",Washer,Top Load
Gray Samsung Front Load Washer Steam Washer,"This unit has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 13 steam washing cycles, 5 wash temperatures, 5 soil levels, estimated time remaining, delay start, 5 spin speeds, pre wash,extra rinse, extra wash, Extended spin, sanitize, allergen, delay end, self clean, and a hold to start button. This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4926.0,0,True,False,44900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260124_102556-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260124_102506.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260124_102511.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260124_102519-rotated.jpg",Washer,Front Load
Gray Samsung Front Load Steam Washer,"This unit has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 13 steam washing cycles, 5 wash temperatures, 5 soil levels, estimated time remaining, delay start, 5 spin speeds, pre wash,extra rinse, extra wash, Extended spin, sanitize and a hold to start button. This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4857.0,0,True,False,47900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_131420-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_131431.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_131440.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_131451.jpg",Washer,Front Load
Gray Maytag Bravos XL Top Load Washer Without an Agitator,"This unit has been cleaned inside and out and is ready to be delivered to your home. This is an energy star, commercial technology unit with, 15 washing cycles, 5 wash temperatures, 4 soil levels, soak, deep clean, estimated time remaining, 5 spin speeds, extra rinse, delay start, sanitize, allergen, l and a hold to start button. This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4684.0,0,True,False,42900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251119_175633662.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251119_175641283.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251119_175651487.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251119_175655531.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251119_175700529.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/PXL_20251119_175658178.jpg",Washer,Top Load
Gray LG Tromm Front Load Washer W/ Pedestal and Sanitize,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. The washer comes with 7 washing cycles including sanitary, 5 wash and rinse temperatures, 5 soil levels, 5 spin speeds, extra rinse, pre wash, delay wash, water plus, tub clean,stain cycle, estimated time remaining, and a push to star and power button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, and debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4860.0,0,True,False,47900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_150102-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_150108.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_150114.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_150120-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260109_150126.jpg",Washer,Front Load
Gray LG Top Load Washer,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 8 washing cycles, 5 wash and rinse temperatures, 5 spin speeds, light to heavy soil levels, extra rinse, special care options, tub clean, delay wash, deep wash, end of cycle signal, estimated time remaining and a hold to start/ pause and power button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4291.0,0,True,False,44900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/08/20250807_142505-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/08/20250807_142523.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/08/20250807_142538.jpg",Washer,Top Load
Gray GE Top Load Washer Without an Agitator Electric Dryer Set,"This set has been tested and works. Both the washer and dryer have been cleaned inside and out and are ready to be delivered to your home. The washer comes with 6 wash and rinse temperatures, 12 washing cycles, 4 soil level, quick wash, 4 spin speeds, estimated time remaining, deep fill, warm rinse, extra rinse, delay wash, deep rinse, auto soak, sounds, my cycle, and a push to start/pause and power button. The dryer comes with 12 drying cycles, 4 drying temperatures, timed dry, 4 dryness levels, eco dry, delay dry, damp alert, my cycle, and a push to start/pause and power button. This set comes with a 30-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4828.0,0,True,True,69900,62900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124257-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124304.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124319.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124323.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124337.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124343.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124351.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124514.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124517.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/12/20251230_124521.jpg",Appliance Set,Washer & Dryer Set
Gray GE Top Load Washer Without an Agitator and With deep fill,"This unit has been cleaned inside and out and is ready to be delivered to your home. This is an energy star, high efficiency unit with 13 washing cycles, 6 wash temperatures, 4 soil levels, estimated time remaining, deep fill, delay wash, 4 spin speeds, my cycle, extra rinse and a start/pause button. This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, debit and credit cards, hope to see you soon.",4617.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_170501570.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_170516683.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_170512644.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/10/PXL_20251031_170509266.MP_.jpg",Washer,Top Load
Gray GE Front Load Steam Washer With A Pedestal,"This unit has been cleaned inside and out and is ready be delivered to your home. This unit comes 10 washing cycles, 5 soil levels, 5 spin speeds, 5 wash temperatures, extra rinse, extra rinse, steam and sanitize, stain removal guide, add a garment button, delay wash, pre wash, and a push to start/pause button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. Give us a call at 505-991-3928. We hope to see you in soon!",4886.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_110748-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_110801.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_110808-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_110816.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_110824.jpg",Washer,Front Load
GE Top Load Washer With an agitator,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit comes with 11 washing cycles, 6 rinse temperatures, all cold rinse, 5 load sizes, whites, colors, delicates, deep rinse, speed wash, and a push to start/pause button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4884.0,0,True,False,37900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_102026-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_102030.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_102033.jpg",Washer,Top Load
GE Gas Dryer With Sanitize and Steam,"This unit has been tested and works. It has been cleaned inside and out and is ready to be delivered to your home. This unit is a steam unit and has 12 drying cycles, 5 drying temperatures, detangle, 5 dry levels, sanitize, quick dry, power steam, damp dry signal, wrinkle care, delay dry, extended tumble, air fluff, estimated time remaining, end dry, drum light and start/ pause button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4892.0,0,True,False,39900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_143422-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_143426.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_144448.jpg",Dryer,Gas
GE Front Load Washer/Electric Dryer Set,"This set has been tested and works. Both the washer and dryer have been cleaned inside and out and are ready to be delivered to your home. The washer comes with 3 wash and rinse temperatures, 7 washing cycles, 3 spin speeds, 3 soil levels, extra rinse, end of cycle signal, estimated time remaining and a push to start/pause button. The dryer comes with, 4 drying temperatures, 4 drying cycles, 3 dry levels, timed dry, air fluff, extended tumble, speed dey, estimated time remaining and a push to start/pause button. This set comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4906.0,0,True,False,59900,0,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_122158.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_122202.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_122206.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_122212.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_122218.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260122_122222.jpg",Appliance Set,Washer & Dryer Set
GE Front Load Washer W/ Pedestal,"This unit has been tested and works. The washer has been cleaned inside and out and is ready to be delivered to your home. The washer comes with 5 wash and rinse temperatures, 10 washing cycles, 4 spin speeds, 4 soil levels, extra rinse, end of cycle signal, delay start, estimated time remaining and a push to start/pause button. This unit comes with a 90-day parts and labor warranty from a 5-star business. If interested message me or come on into 5815 Lomas Boulevard Northeast. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4731.0,0,True,True,49900,42900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_131039-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_131044.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_131049.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_131056-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2025/11/20251126_131103.jpg",Washer,Front Load
Frigidaire Front Load Washer W/ Pedestal,"This unit has been cleaned inside and out and is ready to be delivered to your home. This unit comes with, 7 washing cycles, 5 wash and rinse temperatures, 3 soil levels, 5 spin speeds, stain clean, energy saver, fresh rinse, end of cycle signal, delay start, estimated time remaining and a push to start/pause button. This unit comes with a 90 day parts and labor warranty from a 5-star business. If you’re interested message me or come into 5815 Lomas Blvd NE. We accept cash, credit, debit cards and ACIMA no credit payment plan options. We hope to see you in soon!",4887.0,0,True,True,89900,79900,1,30,90,"https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_121730-rotated.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_121745.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_121753.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_121806.jpg
https://mscapplianceabq.com/wp-content/uploads/2026/01/20260116_121811.jpg",Washer,Front Load
